               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.024511,            0.005224,                   0,             0.98824,             0.98828,             0.99437,             0.53676,            0.020039,           0.0043955,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.023644,           0.0050559,                   0,             0.98403,             0.98438,             0.99217,             0.56623,            0.020017,           0.0042512,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.024533,           0.0052539,                   0,             0.98794,             0.98828,             0.99436,             0.54441,            0.020277,           0.0042843,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.023655,             0.00539,                   0,             0.99179,             0.99219,             0.99472,             0.54682,            0.020735,           0.0043861,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.02436,           0.0050425,                   0,             0.99183,             0.99219,             0.99476,             0.52453,            0.021012,           0.0043701,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.024763,           0.0050711,                   0,             0.98794,             0.98828,             0.99258,             0.55806,            0.019308,           0.0042075,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.023496,           0.0052514,                   0,             0.98782,             0.98828,             0.99154,             0.55447,            0.019793,           0.0042779,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.023704,           0.0052155,                   0,             0.98795,             0.98828,             0.99385,             0.51885,            0.022104,           0.0043548,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.023773,            0.005018,                   0,             0.99179,             0.99219,              0.9946,             0.57616,            0.019419,           0.0041963,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.024526,           0.0051348,                   0,              0.9878,             0.98828,             0.99269,             0.52065,            0.021666,           0.0043529,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.022965,           0.0051152,                   0,             0.98449,             0.99195,             0.99441,             0.51878,            0.021574,           0.0043499,                   0,            0.004555,            0.004555,            0.004555
